type,label,leaflet,in_raft,is_pip,phase,x,y,z,q1,q2,q3,q4
lipid_HEAD,POPC,sup,0,0,fluid,27.791,476.496,17.592,0.036739,0.908233,0.416848,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,495.354,457.502,17.265,0.057079,-0.980935,-0.185765,0.0
lipid_HEAD,POPC,sup,0,0,fluid,385.41,257.823,16.729,0.391956,0.823509,-0.410126,0.0
lipid_HEAD,POPC,sup,0,0,fluid,319.061,47.936,16.002,0.010829,0.6548,-0.755725,0.0
lipid_HEAD,POPC,sup,0,0,fluid,481.09,0.192,19.826,0.018395,-0.9373,0.348037,0.0
lipid_HEAD,POPC,sup,0,0,fluid,362.645,270.758,15.667,0.210405,0.915333,0.343359,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,2.264,246.107,20.711,0.038379,-0.99589,0.082037,0.0
lipid_HEAD,POPC,sup,0,0,fluid,351.939,355.199,19.394,0.033892,0.888155,0.458293,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,17.412,125.982,24.918,0.062315,0.081535,0.99472,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,436.642,344.037,18.74,0.031051,-0.391364,0.919712,0.0
lipid_HEAD,POPC,sup,0,0,fluid,438.924,226.373,17.979,0.032409,-0.60311,0.797,0.0
lipid_HEAD,POPC,sup,0,0,fluid,258.561,425.071,16.677,0.056132,-0.768916,0.636881,0.0
lipid_HEAD,POPC,sup,0,0,fluid,450.253,492.746,18.401,0.010229,0.500541,0.865653,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,130.652,270.849,16.059,0.016616,0.717713,0.696141,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,153.04,11.594,21.744,0.017868,-0.876712,-0.480685,0.0
lipid_HEAD,POPC,sup,0,0,fluid,145.829,468.08,18.399,0.057455,-0.061921,-0.996426,0.0
lipid_HEAD,POPC,sup,0,0,fluid,292.724,118.043,14.957,0.38746,0.645944,0.657747,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,400.044,415.749,18.472,0.036165,0.139612,-0.989546,0.0
lipid_HEAD,POPC,sup,0,0,fluid,274.453,48.078,14.13,0.058231,-0.623766,0.779439,0.0
lipid_HEAD,POPC,sup,0,0,fluid,236.382,131.238,14.781,0.054713,-0.077493,0.99549,0.0
lipid_HEAD,POPC,sup,0,0,fluid,271.292,248.962,15.32,0.168485,-0.826147,-0.537675,0.0
lipid_HEAD,POPC,sup,0,0,fluid,113.626,302.826,14.764,0.354295,0.789003,0.501947,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,184.435,45.538,19.228,0.322696,-0.945843,-0.035326,0.0
lipid_HEAD,POPC,sup,0,0,fluid,322.347,439.595,17.149,0.017063,0.520193,-0.853878,0.0
lipid_HEAD,POPC,sup,0,0,fluid,122.61,344.108,15.422,0.045355,-0.249249,0.967377,0.0
lipid_HEAD,POPC,sup,0,0,fluid,238.551,167.325,16.353,0.062286,-0.1332,0.98913,0.0
lipid_HEAD,POPC,sup,0,0,fluid,424.552,379.455,18.333,0.010428,0.610682,0.791807,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,133.867,37.483,23.124,0.042463,0.987212,-0.153656,0.0
lipid_HEAD,POPC,sup,0,0,fluid,398.864,261.863,17.769,0.223889,0.863319,-0.452275,0.0
