type,label,leaflet,in_raft,is_pip,phase,x,y,z,q1,q2,q3,q4
lipid_HEAD,POPC,sup,0,0,fluid,240.214,201.287,18.322,0.064922,-0.989078,0.132322,0.0
lipid_HEAD,POPC,sup,0,0,fluid,400.182,0.909,23.5,0.031068,0.908419,0.416905,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,112.092,280.35,19.052,0.042296,-0.127165,-0.990979,0.0
lipid_HEAD,POPC,sup,0,0,fluid,0.135,280.539,21.622,0.040925,-0.250459,-0.967262,0.0
lipid_HEAD,POPC,sup,0,0,fluid,243.888,499.889,12.999,0.021203,0.843553,-0.536627,0.0
lipid_HEAD,POPC,sup,0,0,fluid,321.177,237.039,24.688,0.019669,0.047025,-0.9987,0.0
lipid_HEAD,POPC,sup,0,0,fluid,481.052,365.97,18.58,0.055499,-0.965293,-0.255205,0.0
lipid_HEAD,POPC,sup,0,0,fluid,459.986,125.879,21.559,0.017378,-0.591277,-0.806281,0.0
lipid_HEAD,POPC,sup,0,0,fluid,165.659,467.954,14.506,0.058475,0.866351,-0.496001,0.0
lipid_HEAD,POPC,sup,0,0,fluid,318.78,134.093,16.55,0.049796,0.964543,-0.259184,0.0
lipid_HEAD,POPC,sup,0,0,fluid,15.495,164.116,18.413,0.027927,0.278008,0.960173,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,395.002,419.629,19.587,0.06486,-0.668817,-0.740592,0.0
lipid_HEAD,POPC,sup,0,0,fluid,311.747,440.241,13.292,0.039449,-0.307954,-0.950583,0.0
lipid_HEAD,POPC,sup,0,0,fluid,267.392,365.325,15.611,0.056105,0.975425,0.213068,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,216.207,329.965,18.342,0.017019,0.133427,-0.990912,0.0
lipid_HEAD,POPC,sup,0,0,fluid,8.801,249.299,18.704,0.008839,0.961246,0.275551,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,311.852,489.352,16.686,0.030149,0.664699,-0.746503,0.0
lipid_HEAD,POPC,sup,0,0,fluid,261.579,451.455,13.403,0.022582,0.909021,0.416138,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,279.691,476.383,15.515,0.013118,-0.51455,-0.85736,0.0
lipid_HEAD,POPC,sup,0,0,fluid,106.55,270.076,18.769,0.328859,0.943427,-0.042398,0.0
lipid_HEAD,POPC,sup,0,0,fluid,195.249,158.178,18.291,0.151504,-0.987035,-0.05299,0.0
lipid_HEAD,POPC,sup,0,0,fluid,306.967,253.897,24.46,0.038662,0.264996,0.963474,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,118.518,422.216,14.895,0.411527,0.300879,0.860301,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,222.461,138.987,15.329,0.05663,-0.564263,0.823651,0.0
lipid_HEAD,POPC,sup,0,0,fluid,272.737,5.918,15.327,0.04151,-0.80748,-0.588433,0.0
lipid_HEAD,POPC,sup,0,0,fluid,151.004,402.927,13.533,0.040115,0.910341,0.41191,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,14.616,263.869,20.781,0.036323,-0.949058,-0.313002,0.0
lipid_HEAD,POPC,sup,0,0,fluid,29.625,317.26,22.256,0.040618,-0.54545,0.837159,0.0
lipid_HEAD,POPC,sup,0,0,fluid,176.259,291.184,18.365,0.021937,-0.980538,0.195098,0.0
lipid_HEAD,POPC,sup,0,0,fluid,37.757,233.372,17.236,0.020922,-0.886111,-0.463,0.0
lipid_HEAD,POPC,sup,0,0,fluid,176.779,183.206,18.435,0.407971,0.016907,0.912838,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,220.866,481.055,12.858,0.047873,-0.830147,-0.555486,0.0
lipid_HEAD,POPC,sup,0,0,fluid,306.897,133.583,16.646,0.032135,0.959547,-0.279709,0.0
lipid_HEAD,POPC,sup,0,0,fluid,55.113,23.8,21.135,0.052729,0.846346,0.530017,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,3.384,225.188,18.477,0.0199,-0.908867,0.416611,0.0
lipid_HEAD,POPC,sup,0,0,fluid,136.415,2.049,18.406,0.037771,-0.512914,-0.857609,0.0
lipid_HEAD,POPC,sup,0,0,fluid,244.443,487.994,13.036,0.032966,0.977349,-0.20905,0.0
lipid_HEAD,POPC,sup,0,0,fluid,294.124,462.316,14.168,0.059965,-0.275307,-0.959484,0.0
lipid_HEAD,POPC,sup,0,0,fluid,430.411,144.023,19.302,0.113516,-0.992623,-0.042585,0.0
lipid_HEAD,POPC,sup,0,0,fluid,468.663,390.084,21.241,0.049935,0.658797,-0.750662,0.0
lipid_HEAD,POPC,sup,0,0,fluid,348.923,6.926,18.814,0.016341,-0.736545,0.676191,0.0
lipid_HEAD,POPC,sup,0,0,fluid,169.481,364.977,11.827,0.243486,-0.969898,0.003454,0.0
lipid_HEAD,POPC,sup,0,0,fluid,183.351,359.692,11.418,0.023574,0.368798,-0.92921,0.0
lipid_HEAD,POPC,sup,0,0,fluid,164.178,128.38,17.037,0.061585,-0.267322,-0.961637,0.0
lipid_HEAD,POPC,sup,0,0,fluid,95.149,463.425,17.383,0.013246,0.939763,0.34157,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,115.961,457.276,16.391,0.016731,0.688251,0.725279,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,389.009,36.232,20.759,0.026262,0.992764,0.117172,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,139.705,445.14,14.198,0.067276,0.553265,-0.830284,0.0
lipid_HEAD,POPC,sup,0,0,fluid,363.63,353.191,21.072,0.061143,-0.882918,-0.465529,0.0
lipid_HEAD,POPC,sup,0,0,fluid,349.998,389.789,18.81,0.135465,-0.005759,0.990765,0.0
lipid_HEAD,POPC,sup,0,0,fluid,478.043,348.687,19.3,0.018901,-0.738792,0.673668,0.0
lipid_HEAD,POPC,sup,0,0,fluid,292.666,50.087,16.535,0.062621,0.283199,0.957015,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,51.242,464.365,17.972,0.031157,-0.963981,0.26414,0.0
lipid_HEAD,POPC,sup,0,0,fluid,132.023,243.012,17.885,0.044646,-0.974338,0.220617,0.0
lipid_HEAD,POPC,sup,0,0,fluid,410.874,149.819,18.073,0.020848,0.554412,-0.831981,0.0
lipid_HEAD,POPC,sup,0,0,fluid,342.585,169.043,17.937,0.357291,0.88446,-0.300122,0.0
lipid_HEAD,POPC,sup,0,0,fluid,224.363,91.408,11.517,0.033734,0.138367,0.989806,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,108.044,475.202,18.408,0.040323,0.582304,0.811971,-0.0
lipid_HEAD,POPC,sup,0,0,fluid,362.274,450.193,20.719,0.013745,-0.367114,0.930074,0.0
lipid_HEAD,POPC,sup,0,0,fluid,235.636,420.021,10.601,0.033787,-0.184675,-0.982219,0.0
lipid_HEAD,POPC,sup,0,0,fluid,441.573,451.881,20.197,0.041277,-0.950406,-0.30826,0.0
lipid_HEAD,POPC,sup,0,0,fluid,180.283,230.188,17.333,0.032138,0.948247,-0.315904,0.0
